url,label
https://www.aviationstoreonline.com,0
http://862221.selcdn.ru/wallet/connect/nfts/coinbase/0009890900000000000000/index.html,1
https://www.purcellmountainlodge.com,0
https://gateway.pinata.cloud/ipfs/bafybeicelq62eyiaaf2tbn4sq4dze2os3tn7xfw4t4xrxp2bicknrwwv2e/intelresu_onedrive630.html,1
https://www.circolocalabrese.org,0
https://www.vincentprice.com,0
https://gg45ar.webcindario.com/,1
https://www.ljsilvers.com,0
https://panda-ns9d-4g6i.te59edi38680.workers.dev/,1
https://www.faceofmalawi.com,0
https://www.crowathletics.com,0
https://cloudflare-ipfs.com/ipfs/bafybeidvnscpg4et53tdvs4iel5cxua2j4ffcjoyupkyymkgjl2rpywxq4,1
https://www.lifestalker.com,0
http://www.gljopqxdju.ws,1
https://www.myreviewer.com,0
https://kysela-tomas2.systeme.io/siwsspass,1
https://www.trishblogs.com,0
https://secured1-chaase.duckdns.org/chase/45c60f35ec0c0034c59f2486ab577106/,1
https://www.chevronmarineproducts.com,0
https://www.timba.com,0
https://docs.google.com/forms/d/e/1faipqlsdwbz5hapgqojwjyndeeyjxamg0wnaj3kolh3fb6xf4c-fxjw/viewform,1
https://cloudflare-ipfs.com/ipfs/bafybeic5pqkweobka2tfnltnod732ftxg7ecudziaiquvdqwhbuubslql4,1
https://www.telemundopr.com,0
https://pants-manufacturer.com/rural/,1
https://www.belmond.com,0
https://aus-mygov.web.app/,1
https://mateimsklogi.godaddysites.com/,1
http://www.empety.com,1
https://www.buonapappa.net,0
https://www.theaa.com,0
https://www.fambuena.com,0
https://young-field-71c0.dxgjrmuwch.workers.dev/,1
http://www.osplans.com,1
http://www.api081902.seemonitor.xyz,1
https://www.cmajopen.ca,0
https://www.betweendandr.com,0
http://storage.yandexcloud.net/login-authd7vhvfv9zatm821xqmwi09zkkcms4bv9hxur5xo2b91s5/index.html,1
https://ipfs.io/ipfs/qmbyratpzhuihcw7373mboqkudczwxemrjv6fjlcmrwbgw/office365_docsx.html,1
https://drupal-119543-0.cloudclusters.net/,1
http://www.berlin.tl,1
http://www.vinaprio.com,1
https://www.nemo.inf.ufes.br,0
https://www.haircutandshaveco.com,0
https://upwardboundhouse.myportfolio.com/,1
https://renovationfiles8877584.firebaseapp.com/,1
https://www.hicutiepie.nl,0
https://www.nkusa.org,0
https://www.crispychickenmerrylands.com,0
https://www.prolifeprofiles.com,0
https://www.40north.org,0
https://maildinshaakckjnw612.firebaseapp.com/,1
https://bafybeibdi2ijipkfqzlaghqybxssuhg3ew3725dxxfik2thxi4flgbrmpm.ipfs.dweb.link/?filename=index.html,1
https://www.turfshowtimes.com,0
https://www.fyimusic.ca,0
https://www.theoplayer.com,0
https://www.akamatra.com,0
https://www.cbcity.nsw.gov.au,0
http://www.comingintopower.com,1
https://bafybeig3sc5376xwth4dgt3xakodxciogeutax57u44e3ll7uaorecie7e.ipfs.dweb.link/,1
https://www.newsko.ru,0
http://www.newware22.syhyxdq.com,1
https://www.myidealife.com.au,0
https://www.ekushey-tv.com,0
http://www.sebastiany.cf,1
https://www.jointhealthmagazine.com,0
https://www.llamadareal.us,0
https://www.indialegallive.com,0
http://www.atlantadoctors.org,1
https://paulwelchartservicefr.firebaseapp.com/,1
https://www.margaritavillekeywest.com,0
https://daiviivppa.davviiiq.repl.co/banco%20davivienda%20s.a.%20-%20mensaje%20antifraude.html,1
https://www.brijj.com,0
http://www.baekmaonline.com,1
https://myatt-mail107672.weeblysite.com/,1
https://www.pratttribune.com,0
https://www.ulex.fr,0
https://www.womeninthefoodindustry.com,0
https://www.mid.ru,0
https://www.ci.lamesa.tx.us,0
https://faturaonline-credi-card.store,1
http://www.kovacekh.ga,1
https://www.robertkuo.com,0
https://www.baokhanhhoa.vn,0
https://www.mustlovehome.com,0
http://www.go.megabanners.cf,1
https://www.sbarnabas.org.uk,0
https://www.henrydomke.com,0
https://www.benirbeauty.com,0
http://www.atlantia.sca.org,1
https://www.dormitionmonastery.org,0
https://ingreso.daviplatab.repl.co/,1
https://www.ks.hr,0
https://www.5700557.com/jp,1
https://etc-qavcb.qhigh.com/,1
https://www.beeline.de,0
https://www.ntmaglia-crochet.com,0
http://organisasi.bulungan.go.id/public/xceqdzq0phnnyxxlfpwtxmvl0e0tq2h4,1
https://centralium.tn/post/bibaztgkmv4231,1
https://www.azer.com,0
https://www.kojimaproductions.jp,0
https://www.cinefocus.com,0
https://www.radio-philippines.com,0
https://www.ifmaworld.com,0
https://www.rebt.ws,0
http://www.cawada.com,1
https://www.loosemusic.com,0
https://www.penandhive.com,0
https://www.quangtuantn.com,1
https://www.masryvititoe.com,0
https://www.european-robotics.eu,0
https://rsm-global-0utlook-invit.firebaseapp.com/,1
https://www.chickasawtimes.net,0
https://www.smcm.edu,0
https://www.groompropos.com,0
http://www.girg4lic1aonline.c1.is,1
http://www.arga.info,1
https://www.kirmus.ee,0
http://www.yftp.org,1
https://www.houseofbotori.com,0
https://www.revk.uk,0
https://olx-pl.832819.xyz,1
https://www.pirkkala.fi,0
http://gemini-tgh-usa-logi.godaddysites.com/,1
https://www.amaczon-co-jp.amazccn.uademb.top/ap/signin,1
https://www.aseanlawassociation.org,0
https://www.e-kent.com.tr,0
https://www.nmc.org.np,0
http://realizasolucoesfinanceiras.online/,1
https://www.labourfile.org,0
http://www.lrar.com.snocomb.com,1
https://www.beritateknologi.com,0
http://www.abharcement.com/modules/mod_simplefileuploadv1.3/elements/onl1ne/,1
http://www.yewhd.com,1
https://www.focusboosterapp.com,0
https://www.energymining.sa.gov.au,0
https://www.ps3hyper.com,0
https://www.southgategreen.org.uk,0
https://www.synced.to,0
https://www.thewavetransit.com,0
http://www.yakuplucilingir.com,1
https://www.radioclash.com,0
https://www.pownetwork.org,0
https://www.play-ground.nyc,0
https://www.seaspan.com,0
http://www.fk.gs,1
https://www.catbreedslist.com,0
https://www.theedgewater.com,0
https://45435345.75676576575.repl.co/,1
http://claim-seedify.fund/walletconnect/index.htm,1
